age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,weekend_usage_difference,sleep_deficit,notification_intensity,weekend_overuse,DEI,DEI_Category
26,2,9.66,2.26,1.92,4.95,6.34,121,34,11.96,Low,No,Severe,1,2.3000000000000007,1.6600000000000001,12.525879917184264,2.3000000000000007,55.385714285714286,Moderate
28,2,3.15,4.55,3.53,0.69,8.53,237,38,5.39,High,No,Severe,1,2.24,0.0,75.23809523809524,2.2399999999999998,34.77742424242424,Moderate
32,1,7.64,1.28,0.83,4.33,8.88,220,108,10.54,High,Yes,Moderate,1,2.8999999999999995,0.0,28.79581151832461,2.8999999999999995,33.26489898989898,Moderate
21,1,8.21,2.07,0.62,3.03,6.37,47,158,10.65,High,Yes,Severe,1,2.4399999999999995,1.63,5.724725943970767,2.4399999999999995,46.02176046176046,Moderate
34,1,7.43,0.73,3.74,1.25,7.51,27,72,10.25,High,Yes,Mild,0,2.8200000000000003,0.4900000000000002,3.633916554508749,2.8200000000000003,39.70323232323232,Moderate
23,1,3.1,5.52,2.47,2.68,6.65,76,128,4.01,Low,Yes,Severe,1,0.9099999999999996,1.3499999999999996,24.516129032258064,0.9099999999999997,38.73635642135642,Moderate
27,0,9.97,3.27,3.95,2.56,6.39,20,132,12.07,High,Yes,Severe,1,2.1,1.6100000000000003,2.0060180541624875,2.0999999999999996,65.17146464646466,Moderate
28,2,7.41,2.08,3.45,1.57,6.34,142,23,8.7,Medium,No,Mild,0,1.2899999999999991,1.6600000000000001,19.16329284750337,1.2899999999999991,45.60253246753246,Moderate
25,2,3.68,1.88,2.39,3.75,7.84,107,84,6.65,High,No,Moderate,0,2.97,0.16000000000000014,29.07608695652174,2.97,25.686457431457427,Low
19,0,9.8,3.35,2.01,3.44,4.76,61,99,10.83,Low,Yes,Moderate,1,1.0299999999999994,3.24,6.224489795918367,1.0299999999999994,65.05827561327561,Moderate
31,1,4.15,2.0,1.98,3.3,4.72,28,159,5.47,Low,No,Moderate,0,1.3199999999999994,3.2800000000000002,6.746987951807228,1.3199999999999994,38.263261183261186,Moderate
27,0,6.47,5.08,2.43,3.07,7.8,30,21,7.15,High,Yes,Moderate,1,0.6800000000000006,0.20000000000000018,4.636785162287481,0.6800000000000006,42.250483405483415,Moderate
24,0,7.67,5.66,1.03,2.93,7.91,79,176,8.94,Medium,No,Moderate,1,1.2699999999999996,0.08999999999999986,10.29986962190352,1.2699999999999996,47.78494227994228,Moderate
25,1,10.38,4.0,0.13,3.82,4.97,47,162,12.21,High,No,Severe,1,1.83,3.0300000000000002,4.527938342967245,1.83,67.56837662337662,High
34,2,4.97,1.1,3.84,2.43,5.07,189,153,7.06,High,Yes,Mild,0,2.09,2.9299999999999997,38.02816901408451,2.09,43.09124098124097,Moderate
20,2,3.93,5.82,2.33,0.73,7.9,173,91,6.58,Low,No,Moderate,1,2.65,0.09999999999999964,44.02035623409669,2.65,42.794913419913414,Moderate
27,2,3.57,1.5,2.26,3.92,7.82,170,24,5.89,Low,Yes,Moderate,0,2.32,0.17999999999999972,47.61904761904762,2.32,20.720692640692633,Low
35,1,9.39,4.24,3.95,2.64,6.44,181,114,11.97,High,No,Moderate,1,2.58,1.5599999999999996,19.275825346112885,2.58,68.95928571428571,High
27,2,3.15,1.67,2.45,5.86,6.98,156,133,4.37,High,Yes,Moderate,0,1.2200000000000002,1.0199999999999996,49.523809523809526,1.2200000000000002,20.73508658008658,Low
21,0,7.59,2.74,0.64,4.66,7.49,182,174,10.27,Medium,Yes,Mild,0,2.68,0.5099999999999998,23.978919631093543,2.6799999999999997,41.26610389610389,Moderate
30,1,5.18,1.42,0.02,1.17,8.7,163,35,7.06,Low,Yes,Moderate,0,1.88,0.0,31.46718146718147,1.88,18.229595959595958,Low
20,1,10.31,3.3,0.23,2.91,6.52,235,130,12.04,High,Yes,Moderate,1,1.7299999999999986,1.4800000000000004,22.793404461687683,1.7299999999999986,55.10719336219335,Moderate
25,2,3.53,1.36,3.88,5.95,5.94,132,84,4.11,High,Yes,Moderate,0,0.5800000000000005,2.0599999999999996,37.39376770538244,0.5800000000000005,27.761630591630592,Low
18,0,4.88,0.57,1.75,3.41,5.0,243,179,5.8,High,No,Moderate,0,0.92,3.0,49.79508196721312,0.9199999999999999,30.82715007215007,Low
28,2,6.07,5.34,0.26,5.58,5.77,235,121,7.76,Medium,No,Moderate,1,1.6899999999999995,2.2300000000000004,38.71499176276771,1.6899999999999995,52.09174603174602,Moderate
27,1,5.85,2.99,3.06,2.45,7.74,226,91,8.04,High,Yes,Mild,0,2.1899999999999995,0.2599999999999998,38.63247863247864,2.1899999999999995,38.29722943722943,Moderate
31,2,8.89,5.71,2.29,0.77,5.01,153,108,11.76,Low,Yes,Severe,1,2.869999999999999,2.99,17.210348706411697,2.869999999999999,78.87808802308803,High
31,2,7.29,1.87,0.93,5.26,4.84,137,124,8.51,Medium,No,Mild,0,1.2199999999999998,3.16,18.792866941015088,1.2199999999999998,46.17274891774891,Moderate
29,2,3.54,2.78,3.46,5.94,4.54,175,154,4.55,High,Yes,Moderate,0,1.0099999999999998,3.46,49.43502824858757,1.0099999999999998,42.92506493506493,Moderate
25,0,5.33,2.28,0.24,4.68,5.94,129,28,6.45,High,No,Mild,0,1.12,2.0599999999999996,24.202626641651037,1.12,32.00344877344877,Low
24,0,9.19,5.2,3.11,3.68,5.6,179,107,10.04,Medium,No,Moderate,1,0.8499999999999996,2.4000000000000004,19.47769314472253,0.8499999999999996,68.32514430014432,High
20,1,5.85,5.34,1.35,3.09,6.89,183,49,7.36,High,Yes,Moderate,1,1.510000000000001,1.1100000000000003,31.282051282051285,1.5100000000000007,46.84119047619048,Moderate
26,2,11.96,4.56,3.63,3.05,6.2,190,149,14.33,Medium,Yes,Severe,1,2.369999999999999,1.7999999999999998,15.88628762541806,2.369999999999999,80.13970418470419,High
32,0,11.63,1.88,1.67,4.93,8.79,75,176,13.3,Low,No,Severe,1,1.67,0.0,6.44883920894239,1.67,48.68883838383839,Moderate
35,2,9.82,4.64,2.78,2.77,4.93,242,63,12.62,High,Yes,Moderate,1,2.799999999999999,3.0700000000000003,24.643584521384927,2.799999999999999,79.03326118326119,High
26,0,3.81,4.87,3.85,5.63,7.66,55,145,6.19,Low,No,Moderate,1,2.3800000000000003,0.33999999999999986,14.435695538057743,2.3800000000000003,42.101493506493505,Moderate
25,2,9.17,1.88,2.93,5.51,6.12,107,109,10.37,High,Yes,Severe,1,1.1999999999999993,1.88,11.668484187568158,1.1999999999999993,51.135028860028854,Moderate
34,2,10.99,5.54,0.34,4.71,4.73,79,103,12.5,Low,Yes,Moderate,1,1.5099999999999998,3.2699999999999996,7.188353048225659,1.5099999999999998,77.5570274170274,High
22,0,6.88,1.55,2.67,5.29,4.54,134,163,9.41,High,No,Moderate,1,2.53,3.46,19.476744186046517,2.5300000000000002,54.42804473304472,Moderate
21,1,6.84,4.86,2.34,2.9,5.13,69,52,9.29,Medium,Yes,Severe,1,2.4499999999999997,2.87,10.087719298245617,2.4499999999999993,64.80151515151515,Moderate
35,1,6.67,3.45,1.54,5.78,5.45,132,113,7.3,High,Yes,Mild,0,0.6299999999999999,2.55,19.79010494752624,0.6299999999999999,46.6227417027417,Moderate
23,1,10.66,3.49,0.71,3.79,7.43,94,116,12.33,High,Yes,Severe,1,1.67,0.5700000000000003,8.818011257035646,1.67,53.09194083694083,Moderate
20,1,6.57,1.84,3.41,2.11,4.69,140,55,8.93,Low,Yes,Mild,0,2.3599999999999994,3.3099999999999996,21.3089802130898,2.3599999999999994,54.85352813852813,Moderate
30,1,5.8,0.77,3.3,2.06,8.49,147,87,7.73,High,Yes,Mild,0,1.9300000000000008,0.0,25.344827586206897,1.9300000000000006,26.08616161616162,Low
26,0,10.68,4.39,3.43,4.24,5.53,44,30,12.96,High,Yes,Severe,1,2.280000000000001,2.4699999999999998,4.119850187265918,2.280000000000001,77.35777056277055,High
25,0,9.92,2.87,3.94,5.84,6.86,112,96,11.19,Medium,Yes,Severe,1,1.2699999999999996,1.1399999999999997,11.290322580645162,1.2699999999999996,57.1281240981241,Moderate
30,0,4.37,5.42,1.41,4.7,4.97,20,145,5.65,Medium,Yes,Moderate,1,1.2800000000000002,3.0300000000000002,4.576659038901601,1.2800000000000002,51.650699855699855,Moderate
31,0,9.73,4.57,3.16,1.5,6.25,21,90,11.28,Low,Yes,Severe,1,1.549999999999999,1.75,2.158273381294964,1.549999999999999,66.77222222222221,High
28,0,4.79,5.06,2.5,5.5,7.74,248,49,7.54,Medium,Yes,Moderate,1,2.75,0.2599999999999998,51.774530271398746,2.75,44.424098124098116,Moderate
30,1,8.64,3.5,1.15,5.93,8.43,76,52,11.41,Medium,No,Moderate,1,2.77,0.0,8.796296296296296,2.7699999999999996,47.52469696969697,Moderate
26,1,4.38,1.66,2.1,1.57,5.7,85,18,6.03,Low,Yes,Mild,0,1.6500000000000004,2.3,19.40639269406393,1.6500000000000004,33.63225108225109,Moderate
34,0,6.37,1.43,2.64,0.64,6.06,211,22,8.97,Medium,No,Mild,0,2.6000000000000005,1.9400000000000004,33.12401883830455,2.6000000000000005,43.41854256854257,Moderate
35,2,6.06,5.62,2.63,4.77,6.75,40,80,7.7,Medium,No,Severe,1,1.6400000000000006,1.25,6.6006600660066015,1.6400000000000006,53.450584415584416,Moderate
20,0,4.54,5.56,3.47,4.32,5.82,214,163,5.48,Low,Yes,Moderate,1,0.9400000000000004,2.1799999999999997,47.136563876651984,0.9400000000000004,51.881031746031745,Moderate
23,2,3.43,3.73,4.0,2.45,5.0,132,115,5.3,Low,Yes,Mild,0,1.87,3.0,38.48396501457726,1.8699999999999997,48.97689754689754,Moderate
31,2,4.5,5.81,3.4,4.68,6.65,78,49,5.7,High,Yes,Moderate,1,1.2000000000000002,1.3499999999999996,17.333333333333332,1.2000000000000002,48.98398268398269,Moderate
27,1,5.15,1.86,3.86,4.63,6.14,209,58,6.87,High,No,Moderate,0,1.7199999999999998,1.8600000000000003,40.582524271844655,1.7199999999999998,39.701500721500715,Moderate
35,1,5.07,5.78,1.18,4.67,8.69,193,74,6.77,Medium,No,Severe,1,1.6999999999999993,0.0,38.06706114398422,1.6999999999999993,39.8,Moderate
26,0,4.39,4.52,3.03,4.56,4.59,77,21,6.2,High,No,Moderate,1,1.8100000000000005,3.41,17.53986332574032,1.8100000000000005,55.97899711399711,Moderate
35,2,6.7,1.85,0.51,4.07,6.82,227,20,8.03,Low,No,Moderate,1,1.3299999999999992,1.1799999999999997,33.88059701492537,1.3299999999999992,31.86310966810966,Low
21,0,6.01,0.65,1.26,3.56,8.6,139,139,6.94,Low,Yes,Moderate,1,0.9300000000000006,0.0,23.12811980033278,0.9300000000000006,17.257373737373737,Low
27,1,5.31,3.65,0.93,1.09,4.82,51,139,8.16,High,Yes,Moderate,0,2.8500000000000005,3.1799999999999997,9.6045197740113,2.8500000000000005,53.19794372294372,Moderate
26,0,6.21,3.4,3.56,4.28,8.62,155,116,7.53,Medium,Yes,Moderate,1,1.3200000000000005,0.0,24.9597423510467,1.3200000000000003,37.845151515151514,Moderate
26,1,8.39,2.73,3.78,2.93,5.49,116,29,10.81,Medium,No,Moderate,1,2.42,2.51,13.825983313468416,2.42,62.5703318903319,Moderate
18,0,8.02,3.49,0.77,3.34,5.45,183,54,9.41,Low,No,Moderate,1,1.3900000000000006,2.55,22.81795511221945,1.3900000000000006,53.16955988455988,Moderate
24,2,8.23,4.76,0.47,0.6,6.28,218,99,9.94,Medium,No,Moderate,1,1.709999999999999,1.7199999999999998,26.48845686512758,1.709999999999999,55.54609668109668,Moderate
31,0,6.77,2.09,2.24,0.78,7.5,45,124,7.76,Medium,Yes,Moderate,1,0.9900000000000002,0.5,6.646971935007386,0.9900000000000002,32.305526695526694,Low
22,1,5.35,4.06,0.27,2.36,6.69,246,83,6.24,High,Yes,Moderate,1,0.8900000000000006,1.3099999999999996,45.98130841121496,0.8900000000000006,35.041421356421345,Moderate
24,1,11.61,4.7,1.43,3.8,5.11,198,116,12.21,High,No,Moderate,1,0.6000000000000014,2.8899999999999997,17.054263565891475,0.6000000000000014,73.06352813852813,High
35,0,10.53,5.34,1.16,5.26,4.92,85,173,13.05,Medium,No,Severe,1,2.5200000000000014,3.08,8.072174738841406,2.5200000000000014,79.86333333333336,High
26,2,9.55,1.61,3.48,2.97,6.58,90,165,12.43,Low,No,Severe,1,2.879999999999999,1.42,9.424083769633508,2.879999999999999,56.85196248196248,Moderate
20,2,8.43,2.51,3.17,5.87,6.01,142,130,9.51,Medium,Yes,Moderate,1,1.08,1.9900000000000002,16.844602609727165,1.08,51.86945887445887,Moderate
24,1,9.96,1.88,1.37,1.63,8.54,158,163,10.7,Low,Yes,Severe,1,0.7399999999999984,0.0,15.863453815261042,0.7399999999999984,37.72439393939393,Moderate
33,1,11.7,2.23,2.5,2.03,5.47,141,56,14.21,High,No,Severe,1,2.5100000000000016,2.5300000000000002,12.051282051282053,2.5100000000000016,70.44411255411255,High
31,0,11.58,3.67,0.4,2.26,6.58,79,120,12.7,Low,Yes,Moderate,1,1.1199999999999992,1.42,6.822107081174439,1.1199999999999992,59.370043290043284,Moderate
35,2,10.73,2.92,2.22,4.43,6.52,48,52,12.19,Medium,Yes,Moderate,1,1.459999999999999,1.4800000000000004,4.473438956197577,1.459999999999999,58.90825396825397,Moderate
22,0,10.57,3.73,0.47,5.17,7.91,179,179,13.19,High,No,Moderate,1,2.619999999999999,0.08999999999999986,16.93472090823084,2.619999999999999,54.28999278499277,Moderate
20,2,8.62,2.72,2.55,2.11,7.74,109,158,11.07,Medium,Yes,Severe,1,2.450000000000001,0.2599999999999998,12.645011600928076,2.450000000000001,47.607178932178925,Moderate
25,0,3.56,4.87,0.86,5.45,5.41,155,97,4.98,Medium,No,Moderate,1,1.4200000000000004,2.59,43.53932584269663,1.4200000000000004,42.67141414141414,Moderate
21,2,6.92,3.92,1.02,3.51,8.65,44,84,9.29,Low,Yes,Mild,0,2.369999999999999,0.0,6.358381502890174,2.369999999999999,40.81989898989899,Moderate
26,2,3.33,2.95,1.64,1.32,7.98,51,28,5.65,Medium,Yes,Mild,0,2.3200000000000003,0.019999999999999574,15.315315315315315,2.3200000000000003,23.91398268398268,Low
33,1,4.43,2.76,2.96,1.47,7.03,189,99,6.8,Medium,Yes,Mild,0,2.37,0.9699999999999998,42.66365688487585,2.37,36.25669552669552,Moderate
26,0,5.33,3.74,1.94,5.03,7.2,249,110,6.12,High,No,Moderate,0,0.79,0.7999999999999998,46.71669793621013,0.79,34.369812409812404,Moderate
31,1,8.68,5.32,3.97,2.95,8.73,150,133,11.27,High,Yes,Severe,1,2.59,0.0,17.28110599078341,2.59,62.2829797979798,Moderate
19,1,10.56,2.27,3.9,4.6,5.14,185,166,11.2,Medium,No,Severe,1,0.6399999999999988,2.8600000000000003,17.518939393939394,0.6399999999999988,64.09831168831168,Moderate
35,1,5.91,4.43,0.01,3.99,6.64,77,20,7.05,Low,No,Severe,1,1.1399999999999997,1.3600000000000003,13.028764805414552,1.1399999999999997,39.5367316017316,Moderate
19,1,5.64,1.61,0.4,4.25,8.31,139,105,6.51,Low,No,Moderate,0,0.8700000000000001,0.0,24.645390070921987,0.8700000000000001,17.792121212121213,Low
32,1,8.18,4.39,2.75,1.06,6.43,209,98,8.7,Medium,Yes,Severe,1,0.5199999999999996,1.5700000000000003,25.550122249388757,0.5199999999999996,53.752691197691206,Moderate
18,1,9.19,1.66,2.19,1.05,8.59,124,133,10.68,Low,No,Moderate,1,1.4900000000000002,0.0,13.49292709466812,1.4900000000000002,38.7799494949495,Moderate
29,1,5.81,5.73,1.59,5.91,5.54,37,96,7.59,Medium,No,Severe,1,1.7800000000000002,2.46,6.368330464716007,1.7800000000000002,57.85264790764791,Moderate
28,2,6.77,5.04,1.54,3.07,8.51,60,26,8.98,Medium,Yes,Severe,1,2.210000000000001,0.0,8.862629246676514,2.210000000000001,45.98747474747474,Moderate
21,1,5.88,4.88,1.4,4.15,5.33,36,75,7.02,High,No,Moderate,1,1.1399999999999997,2.67,6.122448979591836,1.1399999999999997,52.426233766233764,Moderate
22,0,4.39,4.74,0.22,4.98,6.44,132,126,5.9,Medium,No,Moderate,1,1.510000000000001,1.5599999999999996,30.06833712984055,1.5100000000000007,38.18256854256854,Moderate
25,1,9.62,1.48,0.63,5.84,5.01,240,120,12.56,Medium,Yes,Severe,1,2.9400000000000013,2.99,24.94802494802495,2.9400000000000013,58.61970418470419,Moderate
23,0,11.51,3.25,1.74,0.9,6.98,23,108,13.4,Low,Yes,Moderate,1,1.8900000000000008,1.0199999999999996,1.998262380538662,1.8900000000000006,61.33301587301586,Moderate
32,1,5.02,1.14,1.51,4.94,8.36,213,158,6.48,Medium,No,Mild,0,1.4600000000000009,0.0,42.43027888446216,1.4600000000000009,18.379646464646463,Low
31,2,3.99,1.16,1.76,5.96,6.07,113,142,4.51,Low,No,Moderate,0,0.5199999999999996,1.9299999999999997,28.32080200501253,0.5199999999999996,22.358571428571427,Low
30,0,7.78,5.39,1.07,1.01,7.98,107,165,9.74,High,No,Moderate,1,1.96,0.019999999999999574,13.753213367609254,1.96,49.44544733044733,Moderate
35,0,6.57,1.33,1.6,2.23,4.61,118,180,7.54,High,No,Mild,0,0.9699999999999998,3.3899999999999997,17.960426179604262,0.9699999999999998,42.907489177489175,Moderate
20,2,7.34,4.69,2.35,4.65,7.63,112,34,10.0,Low,No,Severe,1,2.66,0.3700000000000001,15.258855585831062,2.66,52.552518037518034,Moderate
28,2,4.96,5.09,0.69,4.91,5.7,242,79,7.48,Medium,Yes,Moderate,1,2.5200000000000005,2.3,48.79032258064516,2.5200000000000005,51.433715728715725,Moderate
33,2,6.81,1.38,0.79,1.98,7.93,121,85,9.02,Low,No,Mild,0,2.21,0.07000000000000028,17.76798825256975,2.21,28.031666666666666,Low
31,1,9.93,1.87,3.25,1.2,7.54,86,130,10.53,High,Yes,Moderate,1,0.5999999999999996,0.45999999999999996,8.66062437059416,0.5999999999999996,44.330844155844154,Moderate
26,0,7.75,1.09,2.33,2.94,7.27,157,84,8.36,High,No,Mild,0,0.6099999999999994,0.7300000000000004,20.258064516129032,0.6099999999999994,31.590468975468973,Low
27,2,7.98,4.7,3.46,4.5,7.8,50,49,10.72,High,Yes,Severe,1,2.74,0.20000000000000018,6.265664160401002,2.74,57.210432900432906,Moderate
25,0,3.07,0.58,3.41,2.28,6.94,171,170,5.75,Medium,Yes,Moderate,0,2.68,1.0599999999999996,55.700325732899024,2.68,23.93800144300144,Low
18,2,4.73,2.05,3.36,2.37,4.65,234,43,6.97,Low,No,Mild,0,2.2399999999999998,3.3499999999999996,49.47145877378435,2.2399999999999993,48.27608946608946,Moderate
25,1,6.07,4.03,2.88,4.12,8.15,171,166,6.67,Low,Yes,Moderate,1,0.5999999999999996,0.0,28.17133443163097,0.5999999999999996,35.58434343434344,Moderate
21,0,6.7,2.78,1.21,0.62,5.12,182,34,7.6,Medium,No,Moderate,1,0.8999999999999995,2.88,27.16417910447761,0.8999999999999995,45.8346681096681,Moderate
26,0,4.3,1.13,2.82,4.48,6.06,154,63,5.79,Low,Yes,Mild,0,1.4900000000000002,1.9400000000000004,35.81395348837209,1.4900000000000002,30.014906204906204,Low
34,1,10.41,4.81,1.05,5.46,7.76,173,34,13.03,Medium,Yes,Moderate,1,2.619999999999999,0.2400000000000002,16.618635926993274,2.619999999999999,60.88400432900431,Moderate
25,0,5.02,4.48,1.04,2.88,6.38,195,105,6.76,Low,No,Severe,1,1.7400000000000002,1.62,38.84462151394423,1.7400000000000002,42.7636075036075,Moderate
33,2,10.66,5.55,2.53,1.66,5.78,167,174,12.02,Low,No,Moderate,1,1.3599999999999994,2.2199999999999998,15.666041275797372,1.3599999999999994,75.19414862914863,High
30,1,5.62,1.05,1.08,0.72,6.24,244,159,8.31,Low,Yes,Moderate,0,2.6900000000000004,1.7599999999999998,43.41637010676156,2.6900000000000004,34.20603174603175,Moderate
18,1,7.25,1.31,1.08,4.5,8.92,145,113,8.39,Low,No,Mild,0,1.1400000000000006,0.0,20.0,1.1400000000000006,25.46959595959596,Low
29,2,10.33,5.63,1.45,1.88,6.95,50,144,12.69,High,No,Moderate,1,2.3599999999999994,1.0499999999999998,4.84027105517909,2.3599999999999994,68.88873737373737,High
25,2,5.81,5.8,2.07,2.53,7.35,91,51,8.0,Medium,No,Moderate,1,2.1900000000000004,0.6500000000000004,15.66265060240964,2.1900000000000004,50.667972582972574,Moderate
23,2,3.14,3.87,1.49,3.87,5.3,190,168,4.68,Low,No,Mild,0,1.5399999999999996,2.7,60.509554140127385,1.5399999999999996,39.176197691197686,Moderate
23,2,4.25,2.78,0.94,4.93,6.62,79,80,5.06,Low,No,Mild,0,0.8099999999999996,1.38,18.58823529411765,0.8099999999999996,26.700461760461753,Low
33,0,10.52,5.02,3.12,0.68,8.57,220,49,13.26,Low,Yes,Severe,1,2.74,0.0,20.912547528517116,2.74,66.54989898989899,High
20,0,9.1,0.65,0.52,2.13,8.4,24,49,11.47,High,No,Severe,1,2.370000000000001,0.0,2.6373626373626373,2.370000000000001,33.18404040404041,Moderate
25,1,9.99,4.17,1.11,5.97,8.28,92,78,12.04,Low,Yes,Moderate,1,2.049999999999999,0.0,9.20920920920921,2.049999999999999,52.84015151515151,Moderate
21,2,10.44,2.87,2.65,2.85,6.61,166,178,11.06,Medium,No,Severe,1,0.620000000000001,1.3899999999999997,15.900383141762452,0.620000000000001,54.75391774891774,Moderate
26,1,7.24,4.05,0.54,0.78,8.67,40,30,8.48,High,Yes,Severe,1,1.2400000000000002,0.0,5.524861878453039,1.2400000000000002,36.93525252525253,Moderate
32,2,10.62,1.45,0.07,0.97,6.96,140,136,13.08,Medium,Yes,Moderate,1,2.460000000000001,1.04,13.182674199623351,2.460000000000001,47.9093722943723,Moderate
27,1,4.28,2.28,2.37,5.68,5.08,87,47,5.68,Medium,No,Mild,0,1.3999999999999997,2.92,20.32710280373832,1.3999999999999995,39.27940115440115,Moderate
32,1,7.11,2.49,2.7,0.76,8.98,188,148,8.92,Medium,Yes,Mild,0,1.81,0.0,26.441631504922643,1.8099999999999996,37.01878787878788,Moderate
27,1,7.74,2.88,0.14,4.41,5.35,78,164,10.31,High,No,Moderate,1,2.5700000000000003,2.6500000000000004,10.07751937984496,2.5700000000000003,53.02437229437229,Moderate
18,0,9.82,4.88,1.14,2.32,7.6,197,165,12.25,Low,No,Severe,1,2.43,0.40000000000000036,20.061099796334013,2.4299999999999997,59.28702741702742,Moderate
33,1,3.5,2.61,2.81,4.47,5.6,170,60,5.32,Low,Yes,Moderate,0,1.8200000000000005,2.4000000000000004,48.57142857142857,1.8200000000000003,37.55463924963925,Moderate
28,2,5.79,0.95,1.68,4.16,7.4,171,89,7.32,Medium,No,Moderate,0,1.5300000000000002,0.5999999999999996,29.53367875647668,1.5300000000000002,24.644025974025972,Low
34,2,10.09,1.68,1.66,5.56,8.43,242,161,11.4,High,No,Severe,1,1.3100000000000005,0.0,23.98414271555996,1.3100000000000005,40.32585858585858,Moderate
22,2,9.34,0.86,2.85,2.34,6.47,78,176,10.67,High,Yes,Moderate,1,1.33,1.5300000000000002,8.35117773019272,1.33,45.47977633477633,Moderate
26,2,7.15,3.22,2.28,1.26,7.54,149,164,8.6,Medium,No,Moderate,1,1.4499999999999993,0.45999999999999996,20.83916083916084,1.4499999999999993,40.63109668109668,Moderate
32,1,8.13,4.39,2.22,3.97,8.15,223,49,8.68,High,Yes,Moderate,1,0.5499999999999989,0.0,27.429274292742925,0.5499999999999989,43.38181818181817,Moderate
21,2,9.68,1.48,3.27,4.17,7.18,121,61,10.98,Medium,No,Severe,1,1.3000000000000007,0.8200000000000003,12.5,1.3000000000000007,46.49303751803752,Moderate
28,1,3.97,5.27,3.07,4.69,7.04,121,128,4.72,High,Yes,Moderate,1,0.7499999999999996,0.96,30.47858942065491,0.7499999999999996,39.61475468975468,Moderate
26,0,8.68,2.44,2.78,5.45,5.73,188,59,10.39,High,No,Severe,1,1.7100000000000009,2.2699999999999996,21.658986175115206,1.7100000000000009,55.668499278499276,Moderate
29,2,9.33,1.21,1.19,3.34,8.34,108,44,10.97,High,No,Moderate,1,1.6400000000000006,0.0,11.57556270096463,1.6400000000000006,35.3789393939394,Moderate
28,2,3.58,4.09,3.46,1.91,7.91,80,98,4.66,Medium,No,Severe,1,1.08,0.08999999999999986,22.3463687150838,1.08,30.058023088023088,Low
32,1,9.12,3.24,0.85,5.47,8.04,53,114,11.62,Medium,No,Severe,1,2.5,0.0,5.811403508771931,2.5,46.37954545454544,Moderate
24,2,8.99,0.55,2.84,3.75,7.2,85,15,10.67,Medium,Yes,Moderate,1,1.6799999999999995,0.7999999999999998,9.454949944382648,1.6799999999999997,39.91314574314573,Moderate
18,2,11.6,2.77,3.76,5.95,7.18,143,82,14.59,Medium,No,Severe,1,2.99,0.8200000000000003,12.327586206896552,2.99,67.80834054834054,High
26,0,7.27,4.87,3.59,4.62,6.57,212,58,8.49,Low,No,Severe,1,1.2200000000000006,1.4299999999999997,29.16093535075653,1.2200000000000006,56.49562049062049,Moderate
34,0,8.91,1.85,3.96,0.78,5.19,213,65,10.38,High,No,Moderate,1,1.4700000000000006,2.8099999999999996,23.905723905723907,1.4700000000000006,58.95683982683983,Moderate
28,1,7.79,4.5,3.56,3.19,5.94,22,136,10.71,Low,Yes,Severe,1,2.920000000000001,2.0599999999999996,2.82413350449294,2.920000000000001,67.16102453102452,High
34,1,9.2,4.09,1.19,3.04,6.24,205,121,11.57,Low,Yes,Severe,1,2.370000000000001,1.7599999999999998,22.282608695652176,2.370000000000001,60.94143578643578,Moderate
26,0,8.48,4.01,2.43,4.11,7.52,80,42,10.91,Medium,Yes,Severe,1,2.43,0.4800000000000004,9.433962264150942,2.4299999999999997,53.803513708513705,Moderate
30,1,9.28,1.91,2.32,4.69,7.12,36,176,11.29,Medium,No,Severe,1,2.01,0.8799999999999999,3.8793103448275854,2.01,47.69988455988455,Moderate
18,0,3.55,2.67,1.56,4.41,5.03,33,106,5.75,Medium,No,Moderate,0,2.2,2.9699999999999998,9.295774647887324,2.2,39.67395382395382,Moderate
34,1,7.16,4.58,3.84,4.42,7.42,243,91,9.76,High,Yes,Moderate,1,2.6,0.5800000000000001,33.93854748603352,2.5999999999999996,56.03751803751803,Moderate
29,0,9.89,5.41,0.78,5.63,7.78,211,176,12.87,High,Yes,Severe,1,2.979999999999998,0.21999999999999975,21.33468149646107,2.9799999999999986,62.23976911976911,Moderate
23,0,7.34,3.96,0.65,4.91,5.93,211,154,8.82,Medium,No,Mild,0,1.4800000000000004,2.0700000000000003,28.74659400544959,1.4800000000000004,49.97862193362194,Moderate
29,0,5.68,3.76,2.86,0.7,4.9,66,165,8.48,Medium,Yes,Mild,0,2.8000000000000007,3.0999999999999996,11.619718309859156,2.8000000000000007,59.30468975468975,Moderate
35,0,4.65,5.02,1.91,0.77,5.07,83,70,7.09,Low,Yes,Moderate,1,2.4399999999999995,2.9299999999999997,17.849462365591396,2.4399999999999995,56.23997835497836,Moderate
34,0,8.15,3.09,1.05,0.61,4.79,131,154,10.76,Medium,Yes,Severe,1,2.6099999999999994,3.21,16.07361963190184,2.6099999999999994,61.208362193362184,Moderate
33,1,3.75,1.24,2.43,0.87,5.7,199,175,5.87,Low,No,Mild,0,2.12,2.3,53.06666666666667,2.12,31.978160173160177,Low
33,2,6.92,5.93,1.46,3.57,5.2,76,109,8.32,Low,No,Severe,1,1.4000000000000004,2.8,10.982658959537572,1.4000000000000004,63.17626262626263,Moderate
