age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,weekend_usage_difference,sleep_deficit,notification_intensity
33,1,3.65,2.65,0.82,0.68,7.49,188,173,4.68,High,Yes,Moderate,0,1.0299999999999998,0.5099999999999998,51.50684931506849
31,2,7.23,2.98,0.98,5.33,5.06,134,124,8.83,Medium,No,Mild,0,1.5999999999999996,2.9400000000000004,18.533886583679113
27,1,9.86,3.46,1.79,4.39,7.89,169,53,12.8,Medium,No,Moderate,1,2.9400000000000013,0.11000000000000032,17.139959432048684
24,1,6.75,2.41,3.54,1.36,8.4,206,118,8.27,Medium,Yes,Moderate,1,1.5199999999999996,-0.40000000000000036,30.51851851851852
30,0,8.84,5.44,2.58,1.65,5.34,68,34,10.33,High,Yes,Moderate,1,1.4900000000000002,2.66,7.6923076923076925
32,2,8.37,2.38,1.21,5.53,7.0,156,71,9.34,Low,No,Moderate,1,0.9700000000000006,1.0,18.63799283154122
18,1,3.95,2.72,2.16,0.56,5.62,54,152,4.6,Low,Yes,Mild,0,0.6499999999999995,2.38,13.670886075949367
20,0,3.99,2.02,3.54,5.42,7.04,159,39,5.39,Low,No,Moderate,0,1.3999999999999995,0.96,39.849624060150376
20,1,3.19,2.58,1.71,3.25,8.31,80,112,4.57,Medium,No,Moderate,0,1.3800000000000003,-0.3100000000000005,25.078369905956112
31,2,11.22,4.09,3.24,2.21,8.78,161,178,13.23,Low,No,Moderate,1,2.01,-0.7799999999999994,14.349376114081995
35,1,11.94,1.31,3.83,2.84,7.39,222,77,13.28,Medium,Yes,Moderate,1,1.3399999999999999,0.6100000000000003,18.592964824120603
34,2,5.6,0.93,3.47,5.14,8.51,147,19,7.09,High,Yes,Moderate,0,1.4900000000000002,-0.5099999999999998,26.25
33,0,8.78,1.51,3.82,3.42,6.38,115,27,11.73,Low,No,Moderate,1,2.950000000000001,1.62,13.097949886104784
35,0,11.37,4.2,0.66,2.1,6.49,77,135,14.33,Low,No,Moderate,1,2.960000000000001,1.5099999999999998,6.772207563764293
24,0,8.21,1.57,0.04,5.42,5.2,33,102,10.82,High,No,Moderate,1,2.6099999999999994,2.8,4.019488428745432
19,1,7.34,3.98,3.94,5.65,6.72,151,98,10.07,Medium,Yes,Mild,0,2.7300000000000004,1.2800000000000002,20.572207084468666
23,0,7.16,3.43,3.56,5.67,5.19,220,68,8.09,High,No,Mild,0,0.9299999999999997,2.8099999999999996,30.726256983240223
26,2,3.33,2.13,2.68,4.22,6.98,236,90,5.05,Medium,No,Moderate,0,1.7199999999999998,1.0199999999999996,70.87087087087087
20,0,7.55,2.71,1.25,3.8,6.55,33,29,9.24,High,Yes,Moderate,1,1.6900000000000004,1.4500000000000002,4.370860927152318
24,0,6.6,5.93,3.34,1.83,8.29,112,178,8.72,High,Yes,Severe,1,2.120000000000001,-0.28999999999999915,16.96969696969697
35,0,5.2,3.21,0.15,5.31,6.75,138,23,7.24,Low,Yes,Moderate,0,2.04,1.25,26.538461538461537
22,1,3.85,5.33,3.17,4.71,8.96,200,143,4.36,Low,Yes,Moderate,1,0.5100000000000002,-0.9600000000000009,51.94805194805195
29,0,9.06,3.69,1.06,1.14,4.88,123,22,9.79,High,Yes,Moderate,1,0.7299999999999986,3.12,13.57615894039735
23,0,3.06,5.65,0.67,1.46,8.87,33,160,4.08,Medium,No,Moderate,1,1.02,-0.8699999999999992,10.784313725490195
30,1,10.54,1.75,0.47,1.02,4.74,160,54,11.52,Low,Yes,Severe,1,0.9800000000000004,3.26,15.180265654648958
32,2,4.09,4.87,1.18,3.06,7.82,31,100,6.5,High,No,Moderate,1,2.41,0.17999999999999972,7.579462102689487
20,0,8.38,4.4,0.02,5.07,8.16,125,127,10.87,Low,No,Moderate,1,2.4899999999999984,-0.16000000000000014,14.916467780429594
25,2,6.28,2.53,1.89,2.88,6.13,87,43,7.38,Low,Yes,Mild,0,1.0999999999999996,1.87,13.853503184713375
30,0,7.31,1.04,1.59,2.3,6.41,63,90,9.26,Low,No,Moderate,1,1.9500000000000002,1.5899999999999999,8.618331053351573
32,2,5.59,4.15,2.32,2.52,4.88,106,64,6.47,High,No,Severe,1,0.8799999999999999,3.12,18.962432915921287
29,2,4.47,5.92,1.26,3.06,8.61,179,149,6.46,High,Yes,Severe,1,1.9900000000000002,-0.6099999999999994,40.04474272930649
35,1,10.76,1.04,3.88,2.24,8.81,43,32,11.91,High,No,Moderate,1,1.1500000000000004,-0.8100000000000005,3.996282527881041
27,1,9.32,3.25,3.98,5.38,8.85,132,70,10.01,High,Yes,Severe,1,0.6899999999999995,-0.8499999999999996,14.163090128755364
33,2,11.06,5.37,1.05,3.65,8.65,194,119,12.57,Medium,No,Severe,1,1.5099999999999998,-0.6500000000000004,17.540687160940326
19,1,7.88,3.12,3.26,1.56,4.53,51,38,10.71,Medium,Yes,Moderate,1,2.830000000000001,3.4699999999999998,6.472081218274112
30,1,3.94,4.08,0.15,1.07,5.07,74,151,4.99,Low,Yes,Severe,1,1.0500000000000003,2.9299999999999997,18.781725888324875
18,0,11.44,5.81,1.88,2.59,8.8,128,81,11.97,Low,Yes,Severe,1,0.5300000000000011,-0.8000000000000007,11.18881118881119
22,0,10.03,4.48,2.84,5.3,6.99,58,89,10.72,Medium,No,Moderate,1,0.6900000000000013,1.0099999999999998,5.782652043868395
23,1,5.73,4.13,3.95,0.88,5.05,244,136,7.02,Medium,No,Severe,1,1.2899999999999991,2.95,42.58289703315881
26,2,11.19,3.4,0.51,5.74,4.78,128,90,12.01,Low,Yes,Severe,1,0.8200000000000003,3.2199999999999998,11.438784629133155
26,0,6.6,1.73,3.23,5.68,8.14,45,175,8.85,High,Yes,Mild,0,2.25,-0.14000000000000057,6.818181818181818
31,0,6.52,1.31,3.38,3.22,6.41,103,63,8.92,Low,Yes,Moderate,1,2.4000000000000004,1.5899999999999999,15.79754601226994
28,2,3.09,0.69,1.29,5.02,4.97,196,69,4.78,High,Yes,Moderate,0,1.6900000000000004,3.0300000000000002,63.430420711974115
27,2,8.77,4.59,3.16,3.98,7.91,23,142,10.63,High,Yes,Severe,1,1.8600000000000012,0.08999999999999986,2.6225769669327255
31,2,8.19,4.26,1.28,4.61,4.74,162,149,9.26,Low,No,Moderate,1,1.0700000000000003,3.26,19.78021978021978
28,1,8.71,5.82,2.55,3.19,8.27,81,75,9.88,Low,No,Severe,1,1.17,-0.2699999999999996,9.299655568312284
31,1,9.83,3.13,0.38,2.85,7.97,59,107,12.42,Low,No,Severe,1,2.59,0.03000000000000025,6.002034587995931
26,2,11.85,4.87,0.86,0.6,8.6,49,147,13.17,Medium,No,Severe,1,1.3200000000000003,-0.5999999999999996,4.135021097046414
18,2,9.64,2.47,2.26,2.3,8.05,110,23,11.64,Medium,Yes,Moderate,1,2.0,-0.05000000000000071,11.410788381742737
26,0,7.02,1.34,1.59,0.77,8.76,209,170,9.03,Low,No,Mild,0,2.01,-0.7599999999999998,29.772079772079774
21,2,3.81,2.4,1.08,4.97,7.74,250,177,6.38,Medium,Yes,Mild,0,2.57,0.2599999999999998,65.61679790026247
18,0,7.59,3.43,2.94,4.11,6.27,224,66,8.31,Low,Yes,Mild,0,0.7200000000000006,1.7300000000000004,29.512516469038207
28,1,8.42,5.33,0.59,5.04,5.22,81,35,9.38,Medium,No,Severe,1,0.9600000000000009,2.7800000000000002,9.619952494061758
29,0,3.02,4.3,3.33,3.36,6.05,213,124,3.83,Low,No,Moderate,1,0.81,1.9500000000000002,70.52980132450331
20,1,4.71,4.85,1.99,4.4,5.35,71,95,6.84,Low,No,Severe,1,2.13,2.6500000000000004,15.074309978768577
21,0,9.09,2.2,0.6,3.85,5.33,132,167,10.19,Medium,No,Moderate,1,1.0999999999999996,2.67,14.521452145214521
34,2,7.1,3.9,2.47,1.29,4.73,240,99,10.09,Low,No,Mild,0,2.99,3.2699999999999996,33.802816901408455
18,0,10.77,3.66,1.44,5.17,7.58,145,141,12.79,High,Yes,Severe,1,2.0199999999999996,0.41999999999999993,13.463324048282265
23,2,7.4,3.03,1.39,1.32,6.84,180,40,8.96,High,Yes,Mild,0,1.5600000000000005,1.1600000000000001,24.324324324324323
22,1,3.77,2.26,0.41,5.38,4.83,187,68,4.4,Low,No,Mild,0,0.6300000000000003,3.17,49.60212201591512
29,1,11.51,4.22,0.71,1.93,8.88,91,149,14.09,Medium,Yes,Moderate,1,2.58,-0.8800000000000008,7.90616854908775
22,2,10.4,1.19,0.91,1.44,4.65,143,78,12.21,Medium,No,Moderate,1,1.8100000000000005,3.3499999999999996,13.75
27,2,4.86,5.07,0.42,3.14,8.93,110,158,7.55,High,Yes,Severe,1,2.6899999999999995,-0.9299999999999997,22.633744855967077
23,0,4.12,5.72,0.45,4.99,7.83,67,50,5.56,Low,Yes,Moderate,1,1.4399999999999995,0.16999999999999993,16.262135922330096
20,0,6.35,3.94,0.3,2.97,6.95,89,168,8.21,Low,Yes,Mild,0,1.8600000000000012,1.0499999999999998,14.015748031496063
26,0,11.86,2.91,2.96,1.77,5.05,77,68,13.47,High,No,Severe,1,1.6100000000000012,2.95,6.492411467116358
23,2,5.76,2.51,1.23,2.92,6.7,23,18,7.06,Low,No,Mild,0,1.2999999999999998,1.2999999999999998,3.993055555555556
34,2,7.67,5.2,3.67,3.53,4.96,51,145,8.24,High,Yes,Moderate,1,0.5700000000000003,3.04,6.6492829204693615
28,1,3.52,5.62,2.92,3.44,6.71,171,156,5.93,Medium,No,Severe,1,2.4099999999999997,1.29,48.57954545454545
32,0,3.63,2.54,3.08,1.05,8.48,226,75,4.67,Low,No,Moderate,0,1.04,-0.4800000000000004,62.25895316804408
31,2,6.74,5.4,0.24,5.4,7.64,74,74,7.47,High,Yes,Severe,1,0.7299999999999995,0.3600000000000003,10.979228486646884
20,0,11.99,5.94,2.36,2.35,5.49,172,77,13.72,High,Yes,Moderate,1,1.7300000000000004,2.51,14.345287739783153
19,0,5.07,3.21,0.31,3.07,7.98,75,139,7.0,High,Yes,Moderate,0,1.9299999999999997,0.019999999999999574,14.792899408284024
21,0,10.3,3.69,3.52,5.43,5.79,114,147,11.12,Medium,Yes,Moderate,1,0.8199999999999985,2.21,11.067961165048542
23,0,10.45,2.97,2.77,1.2,6.44,89,137,11.56,Medium,No,Moderate,1,1.1100000000000012,1.5599999999999996,8.516746411483254
28,0,10.51,3.67,2.42,2.34,8.51,118,127,12.57,Low,Yes,Moderate,1,2.0600000000000005,-0.5099999999999998,11.227402473834443
23,1,11.16,4.61,0.14,2.4,6.97,189,169,11.72,Low,No,Severe,1,0.5600000000000005,1.0300000000000002,16.93548387096774
35,2,3.89,3.82,3.21,5.82,6.36,240,82,5.08,Medium,No,Mild,0,1.19,1.6399999999999997,61.696658097686374
35,0,10.02,5.03,1.79,2.12,5.33,100,81,10.66,High,No,Moderate,1,0.6400000000000006,2.67,9.980039920159681
28,1,6.78,4.89,1.12,3.6,5.28,49,115,8.89,Medium,Yes,Moderate,1,2.1100000000000003,2.7199999999999998,7.227138643067846
20,2,5.02,1.92,2.51,2.17,4.65,208,176,6.87,Medium,No,Moderate,0,1.8500000000000005,3.3499999999999996,41.43426294820718
20,1,10.59,4.81,1.09,2.88,5.89,85,16,13.53,Low,Yes,Severe,1,2.9399999999999995,2.1100000000000003,8.026440037771483
18,1,5.64,2.77,3.4,1.89,6.58,155,69,6.88,High,No,Mild,0,1.2400000000000002,1.42,27.4822695035461
29,1,6.66,2.05,3.58,3.7,5.14,92,116,8.22,Medium,No,Moderate,1,1.5600000000000005,2.8600000000000003,13.813813813813814
20,0,11.7,3.42,2.79,3.81,7.82,42,144,12.48,High,Yes,Severe,1,0.7800000000000011,0.17999999999999972,3.58974358974359
23,0,9.13,2.55,2.23,1.15,7.05,174,20,10.4,Low,No,Moderate,1,1.2699999999999996,0.9500000000000002,19.058050383351585
20,1,9.98,1.91,2.53,4.26,6.66,225,138,12.62,High,No,Moderate,1,2.639999999999999,1.3399999999999999,22.54509018036072
19,0,9.22,5.41,3.11,1.36,5.61,169,132,10.73,Low,Yes,Severe,1,1.5099999999999998,2.3899999999999997,18.329718004338392
30,2,3.9,3.3,3.68,2.03,7.17,92,108,6.3,High,Yes,Mild,0,2.4,0.8300000000000001,23.58974358974359
27,0,3.76,4.15,0.91,3.3,7.98,241,37,6.4,Low,No,Moderate,1,2.6400000000000006,0.019999999999999574,64.09574468085107
26,2,9.91,5.63,2.38,4.41,8.02,137,98,12.86,Low,No,Severe,1,2.9499999999999993,-0.019999999999999574,13.824419778002017
27,2,3.18,0.53,2.64,2.61,8.33,241,154,4.32,Medium,Yes,Moderate,0,1.1400000000000001,-0.33000000000000007,75.78616352201257
27,0,8.04,5.14,2.01,3.58,7.4,142,77,9.74,High,No,Severe,1,1.700000000000001,0.5999999999999996,17.66169154228856
33,0,11.33,2.99,0.18,1.87,8.35,109,43,13.24,High,No,Moderate,1,1.9100000000000001,-0.34999999999999964,9.620476610767874
22,2,10.62,3.64,1.23,2.89,6.56,128,117,13.0,High,Yes,Moderate,1,2.380000000000001,1.4400000000000004,12.052730696798495
24,1,11.05,1.4,3.35,1.19,7.1,186,171,12.08,Medium,No,Severe,1,1.0299999999999994,0.9000000000000004,16.832579185520363
34,0,10.14,2.81,3.43,2.25,5.03,180,110,12.75,Medium,Yes,Severe,1,2.6099999999999994,2.9699999999999998,17.75147928994083
19,1,8.95,5.21,3.14,3.13,6.67,231,43,10.13,Medium,No,Severe,1,1.1800000000000015,1.33,25.81005586592179
22,0,11.72,5.98,3.0,4.33,6.12,92,80,13.76,Low,No,Severe,1,2.039999999999999,1.88,7.849829351535836
22,0,6.33,5.96,0.87,1.92,8.58,211,155,7.5,Medium,No,Severe,1,1.17,-0.5800000000000001,33.333333333333336
31,2,4.89,5.05,2.76,5.84,4.51,105,21,7.89,Medium,Yes,Moderate,1,3.0,3.49,21.472392638036812
32,1,4.44,5.61,1.88,3.4,7.68,218,51,6.13,High,No,Severe,1,1.6899999999999995,0.3200000000000003,49.09909909909909
35,2,8.23,2.0,3.75,1.37,8.47,129,118,8.79,Medium,No,Moderate,1,0.5599999999999987,-0.47000000000000064,15.674362089914945
23,1,10.0,2.89,3.5,1.95,5.28,217,168,12.91,Medium,Yes,Severe,1,2.91,2.7199999999999998,21.7
19,0,11.64,3.82,1.59,1.06,6.1,142,141,14.32,Medium,No,Moderate,1,2.6799999999999997,1.9000000000000004,12.199312714776632
33,0,3.96,5.97,2.26,0.86,5.0,69,124,5.91,Low,No,Moderate,1,1.9500000000000002,3.0,17.424242424242426
23,1,6.1,1.05,2.43,2.42,7.26,155,30,7.8,High,Yes,Mild,0,1.7000000000000002,0.7400000000000002,25.40983606557377
33,1,9.03,0.62,0.25,1.69,8.32,98,163,9.58,Low,No,Severe,1,0.5500000000000007,-0.3200000000000003,10.852713178294575
23,2,10.48,2.88,3.44,1.47,8.01,179,87,11.22,Low,Yes,Severe,1,0.7400000000000002,-0.009999999999999787,17.080152671755723
29,1,11.17,3.87,0.47,4.32,7.08,96,122,13.92,Low,Yes,Moderate,1,2.75,0.9199999999999999,8.594449418084155
35,1,4.4,3.04,2.4,1.02,6.46,111,166,5.77,Low,Yes,Moderate,0,1.3699999999999992,1.54,25.227272727272727
25,1,8.07,5.48,3.93,5.96,7.21,118,125,10.27,High,No,Moderate,1,2.1999999999999993,0.79,14.622057001239156
27,1,10.44,3.57,0.83,3.15,8.46,193,88,13.16,High,No,Severe,1,2.7200000000000006,-0.46000000000000085,18.486590038314176
33,0,9.48,1.83,2.51,3.96,5.96,208,77,10.0,High,Yes,Severe,1,0.5199999999999996,2.04,21.940928270042193
22,1,9.15,0.94,1.82,1.62,4.84,60,106,9.77,Medium,No,Moderate,1,0.6199999999999992,3.16,6.557377049180328
31,2,6.99,3.83,1.11,5.13,7.35,192,145,8.11,Medium,Yes,Moderate,1,1.1199999999999992,0.6500000000000004,27.467811158798284
32,2,9.86,3.18,3.54,4.54,8.46,154,160,12.44,High,Yes,Moderate,1,2.58,-0.46000000000000085,15.618661257606492
31,2,6.98,3.29,1.92,3.24,6.92,177,36,7.61,Low,No,Moderate,1,0.6299999999999999,1.08,25.358166189111746
23,1,8.37,5.26,3.83,2.59,5.32,211,87,9.12,Medium,No,Moderate,1,0.75,2.6799999999999997,25.209080047789726
34,2,3.45,0.6,0.08,0.93,8.53,137,41,5.37,Low,No,Moderate,0,1.92,-0.5299999999999994,39.71014492753623
25,1,7.11,5.94,0.72,2.5,6.88,45,89,9.16,Low,No,Severe,1,2.05,1.12,6.329113924050633
20,1,8.24,2.54,3.61,4.14,4.64,49,97,10.02,Medium,No,Severe,1,1.7799999999999994,3.3600000000000003,5.946601941747573
20,0,10.31,3.12,2.78,4.48,7.72,190,133,11.5,Low,Yes,Severe,1,1.1899999999999995,0.28000000000000025,18.42870999030068
31,2,11.56,4.91,4.0,0.54,8.75,200,128,12.59,Low,Yes,Severe,1,1.0299999999999994,-0.75,17.301038062283737
19,2,3.75,5.37,0.02,4.13,8.75,164,58,5.28,Low,Yes,Moderate,1,1.5300000000000002,-0.75,43.733333333333334
26,2,3.14,0.5,0.31,3.38,6.01,236,166,4.71,Medium,Yes,Moderate,0,1.5699999999999998,1.9900000000000002,75.1592356687898
28,1,10.7,5.87,1.08,2.38,7.75,233,85,13.27,Low,Yes,Moderate,1,2.5700000000000003,0.25,21.77570093457944
27,1,6.05,0.96,1.26,1.83,4.82,48,161,8.91,High,No,Mild,0,2.8600000000000003,3.1799999999999997,7.933884297520661
33,1,6.66,4.79,3.2,4.37,5.73,213,141,9.65,High,No,Severe,1,2.99,2.2699999999999996,31.98198198198198
28,0,5.31,3.26,3.56,2.57,5.93,109,17,7.9,Low,Yes,Mild,0,2.5900000000000007,2.0700000000000003,20.527306967984934
26,1,9.81,2.63,3.51,4.15,7.62,126,43,12.26,Medium,No,Severe,1,2.4499999999999993,0.3799999999999999,12.844036697247706
34,2,4.43,4.77,0.44,1.14,7.03,231,39,5.89,Medium,Yes,Moderate,1,1.46,0.9699999999999998,52.14446952595937
33,0,9.04,5.25,1.42,3.2,7.0,122,140,11.39,Medium,No,Moderate,1,2.3500000000000014,1.0,13.495575221238939
26,2,9.61,1.0,1.2,5.91,7.86,179,81,12.02,High,No,Severe,1,2.41,0.13999999999999968,18.626430801248702
18,0,7.77,0.83,1.39,0.74,5.98,51,73,9.37,High,No,Mild,0,1.5999999999999996,2.0199999999999996,6.563706563706564
34,1,5.27,3.9,3.98,0.74,5.14,36,120,7.58,High,Yes,Mild,0,2.3100000000000005,2.8600000000000003,6.831119544592031
18,0,7.01,2.6,2.16,2.92,4.55,129,151,7.7,Medium,Yes,Moderate,1,0.6900000000000004,3.45,18.40228245363766
33,0,4.39,5.63,2.38,4.08,6.6,125,41,6.6,Medium,No,Moderate,1,2.21,1.4000000000000004,28.47380410022779
20,0,5.9,0.66,1.98,0.58,7.6,242,132,7.27,Low,Yes,Moderate,0,1.3699999999999992,0.40000000000000036,41.016949152542374
33,0,7.98,1.48,1.14,2.52,6.55,46,150,10.04,Medium,No,Mild,0,2.0599999999999987,1.4500000000000002,5.764411027568922
31,1,7.39,4.28,2.42,1.38,8.22,161,74,8.64,Low,No,Moderate,1,1.2500000000000009,-0.22000000000000064,21.78619756427605
22,2,4.0,1.37,3.81,4.6,7.3,156,71,4.99,Medium,No,Moderate,0,0.9900000000000002,0.7000000000000002,39.0
21,1,4.54,4.74,1.38,3.71,5.7,93,134,6.61,Medium,Yes,Moderate,1,2.0700000000000003,2.3,20.484581497797357
23,0,6.08,2.73,0.52,3.43,6.37,210,18,8.73,High,Yes,Mild,0,2.6500000000000004,1.63,34.53947368421053
33,1,10.41,0.71,0.28,2.72,7.42,203,27,12.75,Medium,Yes,Severe,1,2.34,0.5800000000000001,19.500480307396735
25,2,11.11,5.6,2.48,5.37,7.3,101,46,12.59,Medium,Yes,Severe,1,1.4800000000000004,0.7000000000000002,9.090909090909092
31,1,4.37,3.65,3.5,5.83,6.94,121,64,5.83,Low,Yes,Mild,0,1.46,1.0599999999999996,27.68878718535469
30,2,7.62,1.53,0.58,0.83,5.17,103,85,9.02,High,Yes,Moderate,1,1.3999999999999995,2.83,13.517060367454068
26,1,3.17,2.92,3.2,3.05,5.42,186,158,4.92,Low,Yes,Mild,0,1.75,2.58,58.67507886435332
19,1,11.84,4.02,1.75,2.27,5.82,93,76,14.47,High,Yes,Moderate,1,2.630000000000001,2.1799999999999997,7.85472972972973
26,0,6.88,1.74,3.25,5.1,7.72,20,151,8.9,High,No,Mild,0,2.0200000000000005,0.28000000000000025,2.9069767441860463
26,2,8.09,5.17,0.98,2.55,8.09,92,87,9.76,High,Yes,Severe,1,1.67,-0.08999999999999986,11.372064276885043
35,0,10.39,0.82,1.88,1.2,7.45,167,21,11.29,Medium,No,Severe,1,0.8999999999999986,0.5499999999999998,16.07314725697786
21,0,11.98,0.52,3.78,0.76,8.65,223,27,14.72,Low,No,Severe,1,2.74,-0.6500000000000004,18.614357262103507
27,1,7.34,5.47,2.03,0.5,5.77,144,93,7.9,Low,Yes,Severe,1,0.5600000000000005,2.2300000000000004,19.618528610354225
32,1,4.47,2.23,0.74,2.54,5.13,157,107,5.15,Medium,Yes,Moderate,0,0.6800000000000006,2.87,35.12304250559284
28,2,4.41,3.07,0.37,2.91,6.8,192,103,4.94,Medium,Yes,Moderate,0,0.5300000000000002,1.2000000000000002,43.53741496598639
21,0,10.9,3.99,0.35,0.63,7.87,230,89,11.65,Low,Yes,Severe,1,0.75,0.1299999999999999,21.10091743119266
19,2,11.8,4.54,1.49,2.32,7.11,234,69,12.84,Low,No,Severe,1,1.0399999999999991,0.8899999999999997,19.83050847457627
22,2,10.06,2.6,2.29,5.55,5.69,77,145,11.72,High,Yes,Moderate,1,1.6600000000000001,2.3099999999999996,7.654075546719682
22,1,9.07,1.48,0.81,0.77,8.9,113,120,10.07,Low,No,Moderate,1,1.0,-0.9000000000000004,12.458654906284455
27,0,10.46,5.16,0.81,1.63,8.3,177,37,11.3,Medium,Yes,Moderate,1,0.8399999999999999,-0.3000000000000007,16.921606118546844
30,0,8.21,5.28,1.72,1.64,6.42,193,64,8.92,Medium,No,Severe,1,0.7099999999999991,1.58,23.50791717417783
31,2,7.97,1.15,0.13,3.49,5.94,47,90,9.42,Low,Yes,Moderate,1,1.4500000000000002,2.0599999999999996,5.897114178168131
35,1,8.21,5.33,3.12,1.82,7.53,31,47,9.21,Medium,Yes,Moderate,1,1.0,0.46999999999999975,3.775883069427527
25,1,9.22,3.39,3.04,1.07,7.06,21,52,10.53,High,Yes,Severe,1,1.3099999999999987,0.9400000000000004,2.27765726681128
26,2,3.05,4.78,0.98,5.09,8.63,117,124,4.84,Medium,Yes,Severe,1,1.79,-0.6300000000000008,38.36065573770492
22,1,6.5,4.56,1.86,3.12,6.78,127,124,7.51,High,Yes,Severe,1,1.0099999999999998,1.2199999999999998,19.53846153846154
33,1,4.74,0.82,2.22,3.39,8.82,71,63,7.45,Low,No,Moderate,0,2.71,-0.8200000000000003,14.978902953586497
35,0,4.53,3.05,0.2,4.28,6.13,154,116,5.38,Low,No,Moderate,0,0.8499999999999996,1.87,33.99558498896247
32,0,7.75,5.92,0.7,4.07,4.81,128,154,10.62,Medium,Yes,Moderate,1,2.869999999999999,3.1900000000000004,16.516129032258064
30,1,10.68,3.27,3.63,0.85,8.58,144,165,11.3,High,Yes,Severe,1,0.620000000000001,-0.5800000000000001,13.483146067415731
35,2,9.05,2.58,2.01,0.63,6.96,39,130,11.04,Low,No,Moderate,1,1.9899999999999984,1.04,4.30939226519337
32,0,11.94,2.94,0.87,0.73,4.78,74,82,13.84,Low,No,Severe,1,1.9000000000000004,3.2199999999999998,6.197654941373535
34,2,11.87,3.53,0.18,5.01,8.75,249,151,12.99,Medium,No,Severe,1,1.120000000000001,-0.75,20.97725358045493
30,2,11.26,3.02,2.94,1.25,4.77,45,70,11.94,High,Yes,Severe,1,0.6799999999999997,3.2300000000000004,3.996447602131439
31,2,9.73,2.78,0.22,5.57,7.23,167,136,11.82,Medium,Yes,Moderate,1,2.09,0.7699999999999996,17.163412127440903
33,1,9.52,0.55,2.81,2.95,5.28,184,100,11.79,Low,No,Moderate,1,2.2699999999999996,2.7199999999999998,19.327731092436977
31,1,9.61,5.31,2.11,0.63,8.97,40,100,12.08,Medium,No,Moderate,1,2.4700000000000006,-0.9700000000000006,4.162330905306972
32,2,4.8,0.93,3.27,5.85,5.04,142,101,6.27,Low,No,Mild,0,1.4699999999999998,2.96,29.583333333333336
26,0,11.69,1.89,0.79,1.11,8.89,60,130,12.76,Low,No,Severe,1,1.0700000000000003,-0.8900000000000006,5.132591958939265
31,0,4.21,3.4,3.3,5.57,6.48,90,117,5.34,Low,Yes,Mild,0,1.13,1.5199999999999996,21.37767220902613
32,0,5.65,5.84,0.56,3.8,7.64,150,96,8.26,Medium,Yes,Severe,1,2.6099999999999994,0.3600000000000003,26.54867256637168
27,2,4.35,2.34,3.15,2.71,5.29,65,161,6.37,Medium,Yes,Moderate,0,2.0200000000000005,2.71,14.942528735632186
31,2,7.25,1.99,1.73,0.63,5.91,218,81,8.01,High,Yes,Moderate,1,0.7599999999999998,2.09,30.06896551724138
25,1,8.01,4.19,2.1,5.94,7.27,225,66,10.6,High,No,Moderate,1,2.59,0.7300000000000004,28.08988764044944
29,0,8.82,1.89,2.6,4.57,5.34,125,125,11.78,Low,Yes,Severe,1,2.959999999999999,2.66,14.17233560090703
29,1,7.48,4.03,0.21,5.53,5.4,186,35,9.75,High,Yes,Severe,1,2.2699999999999996,2.5999999999999996,24.866310160427805
33,2,5.09,2.51,2.59,0.67,7.78,58,124,6.62,Medium,No,Moderate,0,1.5300000000000002,0.21999999999999975,11.394891944990178
31,0,3.68,3.83,0.15,5.49,4.88,32,167,4.45,Medium,No,Mild,0,0.77,3.12,8.695652173913043
28,2,11.48,5.65,0.99,0.8,6.64,152,83,14.12,Low,No,Severe,1,2.639999999999999,1.3600000000000003,13.240418118466899
23,0,10.24,0.52,2.59,1.49,7.71,107,155,12.17,Medium,Yes,Moderate,1,1.9299999999999997,0.29000000000000004,10.44921875
24,1,4.42,2.76,1.59,5.02,8.55,165,42,5.03,Medium,Yes,Mild,0,0.6100000000000003,-0.5500000000000007,37.33031674208145
21,1,10.32,1.01,2.68,1.89,7.38,111,23,13.2,Medium,No,Moderate,1,2.879999999999999,0.6200000000000001,10.755813953488373
32,0,11.95,5.49,1.03,2.21,7.09,98,120,13.3,Medium,No,Moderate,1,1.3500000000000014,0.9100000000000001,8.200836820083682
24,2,5.56,5.39,2.69,1.95,4.87,125,18,6.45,Medium,No,Moderate,1,0.8900000000000006,3.13,22.482014388489212
35,2,7.84,3.24,1.44,4.02,7.02,101,159,10.67,Low,Yes,Moderate,1,2.83,0.9800000000000004,12.88265306122449
20,0,9.06,5.35,0.65,4.84,6.88,220,57,11.47,Low,Yes,Severe,1,2.41,1.12,24.282560706401764
25,1,3.18,4.12,2.51,5.98,7.21,146,132,5.44,Medium,No,Moderate,1,2.2600000000000002,0.79,45.91194968553459
22,0,8.34,2.2,2.72,3.39,8.77,147,179,10.67,High,Yes,Severe,1,2.33,-0.7699999999999996,17.62589928057554
32,1,4.17,4.0,3.06,4.46,8.61,143,53,6.64,High,Yes,Mild,0,2.4699999999999998,-0.6099999999999994,34.29256594724221
18,2,6.69,3.95,3.17,5.29,4.6,172,161,8.3,Medium,No,Mild,0,1.6100000000000003,3.4000000000000004,25.710014947683106
34,1,4.49,3.63,0.26,4.0,5.09,52,143,5.31,Medium,No,Mild,0,0.8199999999999994,2.91,11.58129175946548
