age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,weekend_usage_difference,sleep_deficit,notification_intensity,weekend_overuse,DEI,DEI_Category,attention_score,attention_category,addiction_level_num,NDI,dependency_category,attention_inverse,Aggression_Risk,Aggression_Category,Wellbeing_Score,Wellbeing_Category,Cluster,User_Segment,Recommendation
29,0,11.57,2.61,2.9,3.94,4.8,200,164,12.76,Medium,No,Severe,1,1.1899999999999995,3.2,17.28608470181504,1.1899999999999995,71.21440115440116,High,43.955679653679645,Moderate,3,88.28069828722003,High,56.04432034632036,82.46429832570145,High,30.157319201204377,Poor,1,At-Risk,Reduce daily screen time; Disable non-essential notifications; Improve sleep schedule; Practice digital detox
26,2,9.91,1.29,3.3,0.53,5.66,114,58,11.17,Low,No,Severe,1,1.2599999999999998,2.34,11.503531786074673,1.2599999999999998,55.124559884559886,Moderate,57.52263203463204,Moderate,3,49.942226613965744,Moderate,42.47736796536796,54.49000664825741,Moderate,50.973703319217876,Average,0,Healthy,Improve sleep schedule
29,2,5.97,3.22,0.04,0.88,7.15,215,139,7.97,Medium,Yes,Moderate,0,2.0,0.8499999999999996,36.01340033500838,2.0,34.87077922077922,Moderate,79.42876623376624,High,2,68.42694334650855,High,20.57123376623376,46.12011920626777,Moderate,61.65752851469319,Average,0,Healthy,Disable non-essential notifications
27,2,6.38,5.66,2.99,3.89,7.89,128,140,7.24,High,No,Moderate,1,0.8600000000000003,0.1100000000000003,20.06269592476489,0.8600000000000003,46.14256132756133,Moderate,66.99223160173159,Moderate,2,56.0832674571805,Moderate,33.00776839826841,49.99220735372614,Moderate,57.73654455413413,Average,0,Healthy,Maintain current habits
22,0,11.17,4.34,0.23,4.3,7.5,138,138,13.92,Low,No,Moderate,1,2.75,0.5,12.354521038495973,2.75,61.65891053391052,Moderate,53.967326839826846,Moderate,2,65.16409749670618,Moderate,46.032673160173154,64.86728541546745,Moderate,45.51255810680907,Average,1,At-Risk,Maintain current habits
31,0,3.39,1.87,1.65,1.72,5.84,211,139,5.36,Low,Yes,Mild,0,1.97,2.16,62.24188790560472,1.97,30.09179653679654,Low,86.26746103896106,High,1,56.01824769433465,Moderate,13.73253896103894,36.17191454414713,Moderate,67.56785245700019,Average,2,High-Risk,Improve sleep schedule
29,2,7.33,5.14,1.95,2.09,5.31,148,66,10.0,High,No,Severe,1,2.67,2.6900000000000004,20.19099590723056,2.67,66.85622655122656,High,55.368132034632026,Moderate,3,52.5131093544137,Moderate,44.63186796536797,60.59865638675137,Moderate,45.61396264368752,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule
34,2,6.05,1.0,1.42,0.79,8.58,120,148,8.89,Low,No,Moderate,1,2.8400000000000007,0.0,19.83471074380165,2.8400000000000007,27.04383838383838,Low,86.76684848484848,High,2,56.012845849802375,Moderate,13.23315151515152,34.897456522590645,Moderate,71.41190730114587,Excellent,2,High-Risk,Maintain current habits
32,2,3.99,2.29,3.34,4.23,4.86,127,121,5.89,High,No,Moderate,0,1.9,3.14,31.82957393483709,1.9,43.87922077922077,Moderate,74.99623376623376,High,2,47.917457180500655,Moderate,25.003766233766243,42.25896449629328,Moderate,60.466728824520814,Average,0,Healthy,Improve sleep schedule
25,1,6.79,4.6,1.55,2.74,4.56,165,109,8.07,High,No,Moderate,1,1.2800000000000002,3.4400000000000004,24.30044182621502,1.2800000000000002,60.027395382395376,Moderate,59.21678138528138,Moderate,2,55.82127799736495,Moderate,40.78321861471862,58.01776203130058,Moderate,47.4512656658175,Average,1,At-Risk,Improve sleep schedule
25,1,4.86,2.34,3.94,1.53,5.67,115,34,6.64,Medium,No,Mild,0,1.7799999999999994,2.33,23.662551440329217,1.7799999999999994,43.88125541125541,Moderate,73.00562337662339,High,1,21.586824769433463,Low,26.99437662337661,31.706440530122844,Low,67.52804212676804,Average,2,High-Risk,Improve sleep schedule
22,2,3.73,1.3,2.84,5.47,6.53,209,94,5.63,High,No,Mild,0,1.9,1.4699999999999998,56.03217158176944,1.9,27.57525252525252,Low,86.73742424242425,High,1,46.7351119894598,Moderate,13.262575757575746,31.077315876181867,Low,71.6487943620949,Excellent,2,High-Risk,Improve sleep schedule
27,0,7.73,3.64,3.31,3.95,8.96,209,65,8.44,Medium,Yes,Mild,0,0.7099999999999991,0.0,27.03751617076325,0.7099999999999991,41.782171717171714,Moderate,69.95034848484849,Moderate,1,47.25026350461132,Moderate,30.04965151515151,43.391423171121616,Moderate,63.54079543957111,Average,0,Healthy,Maintain current habits
23,0,7.45,0.78,2.83,2.64,8.44,66,61,9.85,High,Yes,Moderate,1,2.3999999999999995,0.0,8.859060402684564,2.3999999999999995,33.25328282828283,Moderate,78.74901515151515,High,2,31.674242424242426,Low,21.250984848484848,29.93325231457912,Low,72.92654750634847,Excellent,2,High-Risk,Maintain current habits
22,2,5.12,5.68,0.54,2.05,7.14,203,17,5.9,Medium,Yes,Moderate,1,0.7800000000000002,0.8600000000000003,39.6484375,0.7800000000000002,39.174184704184704,Moderate,74.9977445887446,High,2,39.30540184453228,Moderate,25.002255411255405,36.89396291638612,Moderate,66.45060239421282,Average,2,High-Risk,Maintain current habits
20,1,8.14,3.26,1.7,3.07,7.57,24,149,9.55,Medium,Yes,Severe,1,1.41,0.4299999999999997,2.9484029484029484,1.41,42.88148629148629,Moderate,68.78555411255412,Moderate,3,52.599604743083006,Moderate,31.21444588744588,46.58617013433461,Moderate,59.97744819212787,Average,0,Healthy,Maintain current habits
31,0,10.09,1.46,0.05,1.54,6.38,72,179,12.43,Medium,No,Severe,1,2.34,1.62,7.13577799801784,2.34,48.67800144300144,Moderate,64.89159956709958,Moderate,3,69.51758893280633,High,35.108400432900424,57.58576005642711,Moderate,51.136597714354174,Average,0,Healthy,Disable non-essential notifications; Improve sleep schedule
27,2,4.5,3.84,1.24,0.86,8.1,245,17,7.1,High,Yes,Moderate,0,2.6,0.0,54.44444444444444,2.6,32.51515151515151,Low,83.40545454545455,High,2,44.66337285902504,Moderate,16.594545454545454,33.316930517508496,Moderate,71.0626343354172,Excellent,2,High-Risk,Maintain current habits
23,2,7.22,0.6,3.01,2.2,6.86,201,128,8.48,High,No,Mild,0,1.260000000000001,1.1399999999999997,27.839335180055404,1.260000000000001,33.94494227994228,Moderate,76.16151731601731,High,1,58.54650856389987,Moderate,23.83848268398269,42.912260671527655,Moderate,63.076078811310495,Average,0,Healthy,Improve sleep schedule
28,2,4.15,4.49,3.15,5.11,4.86,162,146,6.38,Low,Yes,Moderate,1,2.2299999999999995,3.14,39.03614457831325,2.2299999999999995,55.34644300144299,Moderate,66.9610670995671,Moderate,2,58.81324110671936,Moderate,33.0389329004329,54.38640358634066,Moderate,51.191100620214414,Average,0,Healthy,Improve sleep schedule
18,1,9.18,2.86,3.3,4.37,7.12,149,120,12.1,High,Yes,Severe,1,2.92,0.8799999999999999,16.230936819172115,2.92,57.71917748917749,Moderate,58.71424675324676,Moderate,3,67.20316205533598,High,41.28575324675324,62.35818038419734,Moderate,47.51012018498287,Average,1,At-Risk,Disable non-essential notifications
20,0,9.39,1.02,3.72,3.26,4.85,144,169,9.97,Low,No,Severe,1,0.5800000000000001,3.1500000000000004,15.33546325878594,0.5800000000000001,54.83363636363637,Moderate,57.459909090909086,Moderate,3,77.18623188405796,High,42.540090909090914,66.21261060890514,High,43.01042566821627,Average,1,At-Risk,Disable non-essential notifications; Improve sleep schedule; Practice digital detox
30,1,5.06,4.08,3.75,2.17,5.29,38,78,5.96,Medium,No,Severe,1,0.9000000000000004,2.71,7.509881422924901,0.9000000000000004,50.74455266955267,Moderate,66.39163419913419,Moderate,3,34.5361001317523,Moderate,33.60836580086581,42.51737202355244,Moderate,59.236526262468765,Average,0,Healthy,Improve sleep schedule
24,0,4.81,4.26,2.44,4.44,7.51,173,86,7.78,Low,Yes,Severe,1,2.9700000000000006,0.4900000000000002,35.96673596673597,2.9700000000000006,42.90979797979798,Moderate,75.5370606060606,High,3,56.35988142292489,Moderate,24.4629393939394,45.34725355473234,Moderate,61.36960436907385,Average,0,Healthy,Maintain current habits
24,0,6.11,4.29,2.67,1.09,5.4,201,79,8.46,Low,No,Severe,1,2.3500000000000005,2.6,32.89689034369885,2.3500000000000005,58.25386002886004,Moderate,62.408841991342,Moderate,3,61.30256916996048,Moderate,37.591158008658,58.41461212186437,Moderate,48.536481937915845,Average,1,At-Risk,Improve sleep schedule
32,0,10.47,3.7,1.37,4.97,8.23,207,78,11.11,Medium,No,Moderate,1,0.6399999999999988,0.0,19.77077363896848,0.6399999999999988,47.580454545454536,Moderate,61.32086363636364,Moderate,2,61.77015810276678,Moderate,38.67913636363636,55.371164654526126,Moderate,54.071439135813186,Average,0,Healthy,Maintain current habits
20,1,4.13,5.22,1.59,1.33,8.32,179,89,6.62,High,Yes,Severe,1,2.49,0.0,43.34140435835352,2.49,37.7839898989899,Moderate,80.08980303030303,High,3,56.77595520421607,Moderate,19.91019696969697,41.80589831959429,Moderate,65.27486764556107,Average,0,Healthy,Maintain current habits
34,0,5.14,3.27,0.68,0.52,7.71,103,45,6.33,Medium,No,Mild,0,1.1900000000000004,0.29,20.038910505836576,1.1900000000000004,27.03027417027417,Low,84.33091774891774,High,1,22.560737812911725,Low,15.669082251082258,21.445588649857044,Low,78.52272092204588,Excellent,2,High-Risk,Maintain current habits
26,1,8.17,1.85,2.9,2.75,6.08,125,103,9.01,Low,Yes,Severe,1,0.8399999999999999,1.92,15.299877600979192,0.8399999999999999,45.82334776334776,Moderate,65.85299567099568,Moderate,3,58.26159420289855,Moderate,34.14700432900432,51.30996652090414,Moderate,55.03124794174643,Average,0,Healthy,Improve sleep schedule
28,2,8.91,4.4,2.25,4.98,8.5,53,159,10.17,Medium,No,Moderate,1,1.2599999999999998,0.0,5.948372615039282,1.2599999999999998,49.37560606060606,Moderate,63.28231818181818,Moderate,2,52.91719367588932,Moderate,36.71768181818182,51.32579761543352,Moderate,56.85848556190104,Average,0,Healthy,Maintain current habits
26,2,9.66,2.26,1.92,4.95,6.34,121,34,11.96,Low,No,Severe,1,2.3000000000000007,1.66,12.525879917184264,2.3000000000000007,55.385714285714286,Moderate,59.68428571428571,Moderate,3,45.49986824769433,Moderate,40.31571428571429,51.73603554538313,Moderate,53.53847816151081,Average,0,Healthy,Improve sleep schedule
28,2,3.15,4.55,3.53,0.69,8.53,237,38,5.39,High,No,Severe,1,2.24,0.0,75.23809523809524,2.24,34.77742424242424,Moderate,82.78177272727274,High,3,53.15052700922266,Moderate,17.218227272727262,38.04399133177627,Moderate,68.33347165596479,Average,2,High-Risk,Maintain current habits
32,1,7.64,1.28,0.83,4.33,8.88,220,108,10.54,High,Yes,Moderate,1,2.8999999999999995,0.0,28.79581151832461,2.8999999999999995,33.26489898989898,Moderate,81.05553030303031,High,2,65.39538866930171,Moderate,18.94446969696969,43.55608749265495,Moderate,65.26794348567576,Average,0,Healthy,Maintain current habits
21,1,8.21,2.07,0.62,3.03,6.37,47,158,10.65,High,Yes,Severe,1,2.4399999999999995,1.63,5.724725943970767,2.4399999999999995,46.02176046176046,Moderate,69.23347186147186,Moderate,3,58.12536231884058,Moderate,30.766528138528145,49.87942114865213,Moderate,56.527615806935515,Average,0,Healthy,Improve sleep schedule
34,1,7.43,0.73,3.74,1.25,7.51,27,72,10.25,High,Yes,Mild,0,2.8200000000000003,0.4900000000000002,3.633916554508749,2.8200000000000003,39.70323232323232,Moderate,73.74903030303031,High,1,20.539459815546767,Low,26.25096969696969,29.48406291150456,Low,71.17839961026597,Excellent,2,High-Risk,Maintain current habits
23,1,3.1,5.52,2.47,2.68,6.65,76,128,4.01,Low,Yes,Severe,1,0.9099999999999996,1.3499999999999996,24.516129032258064,0.9099999999999996,38.73635642135642,Moderate,77.63409307359306,High,3,47.658102766798415,Moderate,22.365906926406936,39.23519688872233,Moderate,64.83923873007079,Average,2,High-Risk,Improve sleep schedule
27,0,9.97,3.27,3.95,2.56,6.39,20,132,12.07,High,Yes,Severe,1,2.1,1.6100000000000003,2.0060180541624875,2.1,65.17146464646466,Moderate,50.85356060606061,Moderate,3,51.43484848484848,Moderate,49.14643939393939,61.470000753675166,Moderate,45.845732210181055,Average,1,At-Risk,Improve sleep schedule
28,2,7.41,2.08,3.45,1.57,6.34,142,23,8.7,Medium,No,Mild,0,1.2899999999999991,1.66,19.16329284750337,1.2899999999999991,45.60253246753246,Moderate,67.43424025974028,Moderate,1,27.61218708827404,Low,32.56575974025972,37.28784381347634,Moderate,64.05402497136271,Average,2,High-Risk,Improve sleep schedule
25,2,3.68,1.88,2.39,3.75,7.84,107,84,6.65,High,No,Moderate,0,2.97,0.1600000000000001,29.07608695652174,2.97,25.686457431457427,Low,89.58906277056276,High,2,36.50882740447957,Moderate,10.410937229437238,24.77759894197826,Low,77.27669915111183,Excellent,2,High-Risk,Maintain current habits
19,0,9.8,3.35,2.01,3.44,4.76,61,99,10.83,Low,Yes,Moderate,1,1.0299999999999994,3.24,6.224489795918367,1.0299999999999994,65.05827561327561,Moderate,50.88751731601731,Moderate,2,42.89064558629776,Moderate,49.11248268398269,57.7164480925073,Moderate,46.52608996035064,Average,1,At-Risk,Improve sleep schedule
31,1,4.15,2.0,1.98,3.3,4.72,28,159,5.47,Low,No,Moderate,0,1.3199999999999994,3.28,6.746987951807228,1.3199999999999994,38.26326118326119,Moderate,78.54102164502164,High,2,41.17951251646904,Moderate,21.45897835497836,35.87899723152507,Moderate,65.09873910966863,Average,2,High-Risk,Improve sleep schedule
27,0,6.47,5.08,2.43,3.07,7.8,30,21,7.15,High,Yes,Moderate,1,0.6800000000000006,0.2000000000000001,4.636785162287481,0.6800000000000006,42.250483405483415,Moderate,69.70985497835498,Moderate,2,16.077799736495386,Low,30.290145021645017,30.15860880739092,Low,70.41098437372793,Excellent,2,High-Risk,Maintain current habits
24,0,7.67,5.66,1.03,2.93,7.91,79,176,8.94,Medium,No,Moderate,1,1.2699999999999996,0.0899999999999998,10.29986962190352,1.2699999999999996,47.78494227994228,Moderate,65.60951731601733,Moderate,2,58.41310935441369,Moderate,34.39048268398267,52.16107838822207,Moderate,56.13983599570359,Average,0,Healthy,Maintain current habits
25,1,10.38,4.0,0.13,3.82,4.97,47,162,12.21,High,No,Severe,1,1.83,3.03,4.527938342967245,1.83,67.56837662337662,High,50.33448701298702,Moderate,3,62.59051383399209,Moderate,49.66551298701298,67.35477680972777,High,40.55693265979436,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
34,2,4.97,1.1,3.84,2.43,5.07,189,153,7.06,High,Yes,Mild,0,2.09,2.93,38.02816901408451,2.09,43.09124098124097,Moderate,74.3426277056277,High,1,58.273451910408426,Moderate,25.65737229437229,46.747893907561895,Moderate,57.9331035981621,Average,0,Healthy,Improve sleep schedule
20,2,3.93,5.82,2.33,0.73,7.9,173,91,6.58,Low,No,Moderate,1,2.65,0.0999999999999996,44.02035623409669,2.65,42.79491341991341,Moderate,76.03652597402596,High,2,48.45382081686429,Moderate,23.96347402597404,41.67106900896195,Moderate,64.0708049225123,Average,0,Healthy,Maintain current habits
27,2,3.57,1.5,2.26,3.92,7.82,170,24,5.89,Low,Yes,Moderate,0,2.32,0.1799999999999997,47.61904761904762,2.32,20.72069264069264,Low,92.3237922077922,High,2,33.185177865612644,Moderate,7.676207792207805,20.44722604577993,Low,80.63284502217499,Excellent,2,High-Risk,Maintain current habits
35,1,9.39,4.24,3.95,2.64,6.44,181,114,11.97,High,No,Moderate,1,2.58,1.5599999999999996,19.275825346112885,2.58,68.95928571428571,High,49.61721428571428,Moderate,2,63.65,Moderate,50.38278571428572,68.60260653213139,High,41.06495187732315,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
27,2,3.15,1.67,2.45,5.86,6.98,156,133,4.37,High,Yes,Moderate,0,1.2200000000000002,1.0199999999999996,49.523809523809526,1.2200000000000002,20.73508658008658,Low,91.27447402597404,High,2,53.47595520421606,Moderate,8.725525974025956,29.68552576187849,Low,74.03055065764559,Excellent,2,High-Risk,Improve sleep schedule
21,0,7.59,2.74,0.64,4.66,7.49,182,174,10.27,Medium,Yes,Mild,0,2.68,0.5099999999999998,23.978919631093543,2.68,41.26610389610389,Moderate,73.39016883116884,High,1,66.02944664031621,High,26.609831168831164,49.87787752527074,Moderate,58.50295371847083,Average,0,Healthy,Disable non-essential notifications
30,1,5.18,1.42,0.02,1.17,8.7,163,35,7.06,Low,Yes,Moderate,0,1.88,0.0,31.46718146718147,1.88,18.22959595959596,Low,93.52112121212122,High,2,37.136627140974966,Moderate,6.478878787878784,20.7822576766319,Low,81.6542732940476,Excellent,2,High-Risk,Maintain current habits
20,1,10.31,3.3,0.23,2.91,6.52,235,130,12.04,High,Yes,Moderate,1,1.7299999999999986,1.4800000000000004,22.793404461687683,1.7299999999999986,55.10719336219335,Moderate,58.63284199134199,Moderate,2,76.79466403162056,High,41.36715800865801,65.63831270045745,Moderate,45.128374545461526,Average,1,At-Risk,Disable non-essential notifications; Improve sleep schedule
25,2,3.53,1.36,3.88,5.95,5.94,132,84,4.11,High,Yes,Moderate,0,0.5800000000000005,2.06,37.39376770538244,0.5800000000000005,27.761630591630592,Low,84.42151082251083,High,2,40.063175230566536,Moderate,15.578489177489176,29.239935716052106,Low,71.92742019532447,Excellent,2,High-Risk,Improve sleep schedule
18,0,4.88,0.57,1.75,3.41,5.0,243,179,5.8,High,No,Moderate,0,0.92,3.0,49.79508196721312,0.92,30.82715007215007,Low,82.34685497835498,High,2,79.35599472990778,High,17.653145021645017,48.2036928534428,Moderate,58.89551610147101,Average,0,Healthy,Disable non-essential notifications; Improve sleep schedule
28,2,6.07,5.34,0.26,5.58,5.77,235,121,7.76,Medium,No,Moderate,1,1.6899999999999995,2.2300000000000004,38.71499176276771,1.6899999999999995,52.09174603174602,Moderate,66.63247619047618,Moderate,2,67.81890645586299,High,33.36752380952382,57.29481977739553,Moderate,50.57880209142442,Average,0,Healthy,Disable non-essential notifications; Improve sleep schedule
27,1,5.85,2.99,3.06,2.45,7.74,226,91,8.04,High,Yes,Mild,0,2.1899999999999995,0.2599999999999998,38.63247863247864,2.1899999999999995,38.29722943722943,Moderate,75.87083116883117,High,1,52.21903820816864,Moderate,24.129168831168823,41.80889337888777,Moderate,64.21180034287511,Average,0,Healthy,Maintain current habits
31,2,8.89,5.71,2.29,0.77,5.01,153,108,11.76,Low,Yes,Severe,1,2.869999999999999,2.99,17.210348706411697,2.869999999999999,78.87808802308803,High,44.83157359307359,Moderate,3,64.78306982872199,Moderate,55.16842640692641,74.57980683327567,High,34.59636508141432,Poor,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
31,2,7.29,1.87,0.93,5.26,4.84,137,124,8.51,Medium,No,Mild,0,1.2199999999999998,3.16,18.792866941015088,1.2199999999999998,46.17274891774891,Moderate,68.82317532467533,Moderate,1,48.07555994729908,Moderate,31.176824675324667,45.755048798230966,Moderate,57.46539605877092,Average,0,Healthy,Improve sleep schedule
29,2,3.54,2.78,3.46,5.94,4.54,175,154,4.55,High,Yes,Moderate,0,1.0099999999999998,3.46,49.43502824858757,1.0099999999999998,42.92506493506493,Moderate,74.83248051948051,High,2,61.47180500658761,Moderate,25.167519480519488,47.86632567173041,Moderate,56.78416807000084,Average,0,Healthy,Improve sleep schedule
25,0,5.33,2.28,0.24,4.68,5.94,129,28,6.45,High,No,Mild,0,1.12,2.06,24.20262664165104,1.12,32.00344877344877,Low,81.36896536796537,High,1,23.22786561264822,Low,18.631034632034627,24.72505645615689,Low,73.99549582607423,Excellent,2,High-Risk,Improve sleep schedule
24,0,9.19,5.2,3.11,3.68,5.6,179,107,10.04,Medium,No,Moderate,1,0.8499999999999996,2.4000000000000004,19.47769314472253,0.8499999999999996,68.32514430014432,High,48.06745670995672,Moderate,2,61.52747035573122,Moderate,51.93254329004328,68.12352397676706,High,40.414928270289636,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
20,1,5.85,5.34,1.35,3.09,6.89,183,49,7.36,High,Yes,Moderate,1,1.510000000000001,1.1100000000000003,31.282051282051285,1.510000000000001,46.84119047619048,Moderate,69.47264285714286,Moderate,2,44.26646903820816,Moderate,30.52735714285714,44.06122661781657,Moderate,60.55901743778112,Average,0,Healthy,Improve sleep schedule
26,2,11.96,4.56,3.63,3.05,6.2,190,149,14.33,Medium,Yes,Severe,1,2.369999999999999,1.7999999999999998,15.88628762541806,2.369999999999999,80.13970418470419,High,37.91308874458875,Low,3,84.22714097496706,High,62.08691125541125,86.38595663255275,High,27.735678887324255,Poor,1,At-Risk,Reduce daily screen time; Disable non-essential notifications; Improve sleep schedule; Use focus sessions; Practice digital detox
32,0,11.63,1.88,1.67,4.93,8.79,75,176,13.3,Low,No,Severe,1,1.67,0.0,6.44883920894239,1.67,48.68883838383839,Moderate,61.818348484848485,Moderate,3,71.9044137022398,High,38.18165151515152,59.9326471437068,Moderate,51.792515137490966,Average,1,At-Risk,Disable non-essential notifications
35,2,9.82,4.64,2.78,2.77,4.93,242,63,12.62,High,Yes,Moderate,1,2.799999999999999,3.0700000000000003,24.643584521384927,2.799999999999999,79.03326118326119,High,43.24002164502163,Moderate,2,62.83109354413702,Moderate,56.75997835497837,74.46671156123648,High,34.40746575467831,Poor,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
26,0,3.81,4.87,3.85,5.63,7.66,55,145,6.19,Low,No,Moderate,1,2.3800000000000003,0.3399999999999998,14.435695538057743,2.3800000000000003,42.10149350649351,Moderate,75.74455194805195,High,2,41.751844532279314,Moderate,24.25544805194805,38.65245199855001,Moderate,65.70975550155384,Average,2,High-Risk,Maintain current habits
25,2,9.17,1.88,2.93,5.51,6.12,107,109,10.37,High,Yes,Severe,1,1.1999999999999993,1.88,11.668484187568158,1.1999999999999993,51.13502886002885,Moderate,61.23449134199135,Moderate,3,58.46185770750988,Moderate,38.76550865800865,55.21082633269137,Moderate,51.732594696184506,Average,0,Healthy,Improve sleep schedule
34,2,10.99,5.54,0.34,4.71,4.73,79,103,12.5,Low,Yes,Moderate,1,1.5099999999999998,3.27,7.188353048225659,1.5099999999999998,77.5570274170274,High,41.63289177489179,Moderate,2,48.46159420289855,Moderate,58.36710822510821,68.4163210132375,High,37.87584368564535,Poor,1,At-Risk,Reduce daily screen time; Improve sleep schedule; Practice digital detox
22,0,6.88,1.55,2.67,5.29,4.54,134,163,9.41,High,No,Moderate,1,2.53,3.46,19.47674418604652,2.53,54.42804473304472,Moderate,65.00658658008659,Moderate,2,62.70843214756256,Moderate,34.99341341991341,56.58673764157764,Moderate,49.40526771501564,Average,0,Healthy,Improve sleep schedule
21,1,6.84,4.86,2.34,2.9,5.13,69,52,9.29,Medium,Yes,Severe,1,2.45,2.87,10.087719298245617,2.45,64.80151515151515,Moderate,57.06954545454546,Moderate,3,36.70500658761529,Moderate,42.93045454545454,52.31442246286496,Moderate,50.862320161532054,Average,0,Healthy,Improve sleep schedule
35,1,6.67,3.45,1.54,5.78,5.45,132,113,7.3,High,Yes,Mild,0,0.6299999999999999,2.55,19.79010494752624,0.6299999999999999,46.6227417027417,Moderate,67.6931774891775,Moderate,1,43.94802371541501,Moderate,32.3068225108225,44.60569310806387,Moderate,58.62180911177524,Average,0,Healthy,Improve sleep schedule
23,1,10.66,3.49,0.71,3.79,7.43,94,116,12.33,High,Yes,Severe,1,1.67,0.5700000000000003,8.818011257035646,1.67,53.09194083694083,Moderate,58.907417748917744,Moderate,3,60.451778656126486,Moderate,41.092582251082256,57.74423992716295,Moderate,51.07724839514038,Average,1,At-Risk,Maintain current habits
20,1,6.57,1.84,3.41,2.11,4.69,140,55,8.93,Low,Yes,Mild,0,2.3599999999999994,3.31,21.3089802130898,2.3599999999999994,54.85352813852813,Moderate,64.41894155844155,Moderate,1,32.69571805006588,Low,35.581058441558454,43.98915484525482,Moderate,57.16478359609903,Average,0,Healthy,Improve sleep schedule
30,1,5.8,0.77,3.3,2.06,8.49,147,87,7.73,High,Yes,Mild,0,1.9300000000000008,0.0,25.344827586206897,1.9300000000000008,26.08616161616162,Low,85.2641515151515,High,1,39.26548089591567,Moderate,14.735848484848503,27.953143680860933,Low,75.50163731919277,Excellent,2,High-Risk,Maintain current habits
26,0,10.68,4.39,3.43,4.24,5.53,44,30,12.96,High,Yes,Severe,1,2.280000000000001,2.47,4.119850187265918,2.280000000000001,77.35777056277055,High,41.88766883116884,Moderate,3,34.633992094861654,Moderate,58.11233116883116,62.25098167627705,Moderate,42.49241233824412,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule
25,0,9.92,2.87,3.94,5.84,6.86,112,96,11.19,Medium,Yes,Severe,1,1.2699999999999996,1.1399999999999997,11.290322580645162,1.2699999999999996,57.1281240981241,Moderate,55.17156277056279,Moderate,3,57.71515151515151,Moderate,44.82843722943721,59.55397060756968,Moderate,48.653311912472056,Average,1,At-Risk,Improve sleep schedule
30,0,4.37,5.42,1.41,4.7,4.97,20,145,5.65,Medium,Yes,Moderate,1,1.2800000000000002,3.03,4.576659038901601,1.2800000000000002,51.650699855699855,Moderate,68.37979004329004,Moderate,2,37.3590909090909,Moderate,31.62020995670996,43.20748473670595,Moderate,58.61832115673797,Average,0,Healthy,Improve sleep schedule
31,0,9.73,4.57,3.16,1.5,6.25,21,90,11.28,Low,Yes,Severe,1,1.549999999999999,1.75,2.158273381294964,1.549999999999999,66.77222222222221,High,49.39833333333334,Moderate,3,42.27793148880106,Moderate,50.60166666666666,58.681398781589245,Moderate,47.118648329445854,Average,1,At-Risk,Reduce daily screen time; Improve sleep schedule
28,0,4.79,5.06,2.5,5.5,7.74,248,49,7.54,Medium,Yes,Moderate,1,2.75,0.2599999999999998,51.774530271398746,2.75,44.42409812409812,Moderate,73.91277056277056,High,2,52.39110671936759,Moderate,26.08722943722944,44.84717446872756,Moderate,61.602509123623996,Average,0,Healthy,Maintain current habits
30,1,8.64,3.5,1.15,5.93,8.43,76,52,11.41,Medium,No,Moderate,1,2.77,0.0,8.796296296296296,2.77,47.52469696969697,Moderate,67.95759090909091,Moderate,2,33.270223978919624,Moderate,32.04240909090909,40.1828759712739,Moderate,64.25462683882802,Average,0,Healthy,Maintain current habits
26,1,4.38,1.66,2.1,1.57,5.7,85,18,6.03,Low,Yes,Mild,0,1.6500000000000004,2.3,19.40639269406393,1.6500000000000004,33.63225108225109,Moderate,81.70032467532468,High,1,12.827667984189723,Low,18.29967532467532,20.64653225233239,Low,76.13952119734682,Excellent,2,High-Risk,Improve sleep schedule
34,0,6.37,1.43,2.64,0.64,6.06,211,22,8.97,Medium,No,Mild,0,2.6000000000000005,1.9400000000000004,33.12401883830455,2.6000000000000005,43.41854256854257,Moderate,73.16443722943724,High,1,36.166732542819496,Moderate,26.83556277056276,37.791227742845216,Moderate,64.25266485670485,Average,2,High-Risk,Improve sleep schedule
35,2,6.06,5.62,2.63,4.77,6.75,40,80,7.7,Medium,No,Severe,1,1.6400000000000006,1.25,6.6006600660066015,1.6400000000000006,53.450584415584416,Moderate,64.09982467532468,Moderate,3,36.931357048748346,Moderate,35.90017532467532,45.47163023499755,Moderate,58.410285353702,Average,0,Healthy,Improve sleep schedule
20,0,4.54,5.56,3.47,4.32,5.82,214,163,5.48,Low,Yes,Moderate,1,0.9400000000000004,2.18,47.136563876651984,0.9400000000000004,51.88103174603175,Moderate,66.13069047619047,Moderate,2,70.98234519104084,High,33.869309523809534,58.80521830543376,Moderate,49.67169742232597,Average,0,Healthy,Disable non-essential notifications; Improve sleep schedule
